,m_lat,m_lon,City,h_lat,h_lon,distance
95,32.10455556,-86.40459167,Montgomery,32.366805199999995,-86.2999689,30.776
96,31.02139444,-88.23171389,Mobile,30.6953657,-88.0398912,40.614
97,32.679275,-85.37018056,Auburn,32.6098566,-85.48078249999999,12.916
98,32.679275,-85.37018056,Auburn,47.3073228,-122.22845320000002,3492.035
99,33.2262,-87.53260833,Tuscaloosa,33.2098407,-87.5691735,3.857
100,33.38663333,-86.98794167,Hoover,33.405386699999994,-86.8113781,16.523
101,32.4551,-86.29180833,Montgomery,32.366805199999995,-86.2999689,9.848
102,34.71134167,-87.66776389,Florence,34.1954331,-79.7625625,726.904
103,34.71134167,-87.66776389,Florence,34.79981,-87.677251,9.875
104,30.43372222,-87.6492,Pensacola,30.421309,-87.2169149,41.47
105,34.74899444,-86.79623056,Madison,34.6992579,-86.7483318,7.053
106,34.74899444,-86.79623056,Madison,43.07305170000001,-89.4012302,952.5
107,33.234175,-87.63861667,Tuscaloosa,33.2098407,-87.5691735,7.003
108,33.56501111,-85.86320556,Birmingham,33.5206608,-86.80249,87.19
109,34.77878611,-86.65703889,Huntsville,34.730368799999994,-86.5861037,8.425
110,34.77878611,-86.65703889,Huntsville,30.723526300000003,-95.5507771,945.539
111,34.54287222,-86.15238889,Huntsville,34.730368799999994,-86.5861037,44.824
112,34.54287222,-86.15238889,Huntsville,30.723526300000003,-95.5507771,976.606
113,33.80393333,-87.12784444,Birmingham,33.5206608,-86.80249,43.576
114,30.74889167,-88.13165833,Mobile,30.6953657,-88.0398912,10.601
115,33.49488056,-86.86086944,Birmingham,33.5206608,-86.80249,6.125
116,30.73507222,-88.08218056,Mobile,30.6953657,-88.0398912,5.986
117,32.61657222,-85.37138889,Auburn,32.6098566,-85.48078249999999,10.273
118,32.61657222,-85.37138889,Auburn,47.3073228,-122.22845320000002,3496.309
119,33.54760278,-86.62523889,Birmingham,33.5206608,-86.80249,16.7
120,31.20380833,-87.31095556,Pensacola,30.421309,-87.2169149,87.472
121,32.28422222,-86.34324444,Montgomery,32.366805199999995,-86.2999689,10.043
122,32.27369722,-86.98918611,Montgomery,32.366805199999995,-86.2999689,65.586
123,33.8332,-86.261,Birmingham,33.5206608,-86.80249,60.978
124,31.25823611,-85.43218611,Dothan,31.2232313,-85.39048879999999,5.556
125,33.93647222,-87.28287222,Birmingham,33.5206608,-86.80249,64.12
126,34.51690278,-87.65490278,Florence,34.1954331,-79.7625625,725.186
127,34.51690278,-87.65490278,Florence,34.79981,-87.677251,31.524
128,32.35867222,-86.24773611,Montgomery,32.366805199999995,-86.2999689,4.989
129,33.06118056,-87.50944444,Tuscaloosa,33.2098407,-87.5691735,17.441
130,30.56744167,-87.66604722,Mobile,30.6953657,-88.0398912,38.494
131,34.78616389,-87.69790833,Florence,34.1954331,-79.7625625,730.031
132,34.78616389,-87.69790833,Florence,34.79981,-87.677251,2.421
133,31.769225,-88.18656944,Meridian,43.61210870000001,-116.3915131,2790.143
134,31.769225,-88.18656944,Meridian,32.3643098,-88.70365600000001,82.174
135,33.82046667,-86.80819444,Birmingham,33.5206608,-86.80249,33.341
136,33.76190556,-86.04343056,Birmingham,33.5206608,-86.80249,75.214
137,32.93260278,-85.39525833,Auburn,32.6098566,-85.48078249999999,36.768
138,32.93260278,-85.39525833,Auburn,47.3073228,-122.22845320000002,3472.655
139,33.09906389,-86.01120278,Auburn,32.6098566,-85.48078249999999,73.579
140,33.09906389,-86.01120278,Auburn,47.3073228,-122.22845320000002,3416.136
141,33.25796389,-87.8056,Tuscaloosa,33.2098407,-87.5691735,22.631
142,33.98633611,-87.85301389,Tuscaloosa,33.2098407,-87.5691735,90.256
143,33.687975,-86.83011389,Birmingham,33.5206608,-86.80249,18.78
144,30.66108056,-87.87046944,Mobile,30.6953657,-88.0398912,16.645
145,33.900625,-87.46942778,Birmingham,33.5206608,-86.80249,74.771
146,31.26938889,-87.21400556,Pensacola,30.421309,-87.2169149,94.303
147,31.00395,-87.67861667,Mobile,30.6953657,-88.0398912,48.65
148,34.56162222,-86.97040556,Decatur,39.84031470000001,-88.9548001,612.663
149,34.56162222,-86.97040556,Decatur,34.6059253,-86.9833417,5.067
150,33.26156389,-87.70531111,Tuscaloosa,33.2098407,-87.5691735,13.907
151,33.84600556,-86.27015,Birmingham,33.5206608,-86.80249,61.114
152,32.54603889,-86.18844444,Montgomery,32.366805199999995,-86.2999689,22.51
153,32.50412778,-86.57332778,Montgomery,32.366805199999995,-86.2999689,29.855
154,34.22031111,-86.82949444,Decatur,39.84031470000001,-88.9548001,652.713
155,34.22031111,-86.82949444,Decatur,34.6059253,-86.9833417,45.141
156,34.67851667,-86.74731667,Madison,34.6992579,-86.7483318,2.308
157,34.67851667,-86.74731667,Madison,43.07305170000001,-89.4012302,961.139
158,32.26903333,-85.01148611,Columbus,32.4609764,-84.9877094,21.46
159,32.26903333,-85.01148611,Columbus,39.9611755,-82.9987942,874.152
160,32.26903333,-85.01148611,Columbus,39.2014404,-85.9213796,775.197
161,31.31268333,-85.92972222,Dothan,31.2232313,-85.39048879999999,52.207
162,31.48936944,-85.91373056,Dothan,31.2232313,-85.39048879999999,57.83
163,32.65625,-87.87543889,Tuscaloosa,33.2098407,-87.5691735,67.869
164,34.49746111,-85.85248056,Huntsville,34.730368799999994,-86.5861037,71.958
165,34.49746111,-85.85248056,Huntsville,30.723526300000003,-95.5507771,1000.022
166,30.69029167,-88.02360278,Mobile,30.6953657,-88.0398912,1.657
167,34.004025,-87.74586944,Florence,34.1954331,-79.7625625,735.194
168,34.004025,-87.74586944,Florence,34.79981,-87.677251,88.711
169,34.72875556,-86.75015278,Madison,34.6992579,-86.7483318,3.284
170,34.72875556,-86.75015278,Madison,43.07305170000001,-89.4012302,955.638
171,31.00971111,-88.15887222,Mobile,30.6953657,-88.0398912,36.753
172,34.05098889,-86.18392778,Birmingham,33.5206608,-86.80249,82.129
173,33.650575,-85.74323889,Birmingham,33.5206608,-86.80249,99.178
174,33.48036667,-87.59326389,Tuscaloosa,33.2098407,-87.5691735,30.164
175,33.47045,-86.87328889,Birmingham,33.5206608,-86.80249,8.618
176,33.90453611,-86.02566667,Birmingham,33.5206608,-86.80249,83.575
177,34.21063056,-86.88754444,Decatur,39.84031470000001,-88.9548001,652.281
178,34.21063056,-86.88754444,Decatur,34.6059253,-86.9833417,44.825
179,33.32356944,-86.61827778,Hoover,33.405386699999994,-86.8113781,20.109
180,31.19800278,-87.31778056,Pensacola,30.421309,-87.2169149,86.9
181,31.06918889,-85.26763889,Dothan,31.2232313,-85.39048879999999,20.738
182,32.32344444,-86.23832778,Montgomery,32.366805199999995,-86.2999689,7.535
183,32.36861667,-86.35498056,Montgomery,32.366805199999995,-86.2999689,5.171
184,33.996975,-86.09063611,Birmingham,33.5206608,-86.80249,84.473
185,34.47056667,-85.78625,Chattanooga,35.0456297,-85.3096801,77.358
186,31.90763611,-87.81741111,Meridian,43.61210870000001,-116.3915131,2809.317
187,31.90763611,-87.81741111,Meridian,32.3643098,-88.70365600000001,97.683
188,34.91848333,-85.64063611,Chattanooga,35.0456297,-85.3096801,33.302
189,34.87791389,-87.71029444,Florence,34.1954331,-79.7625625,731.746
190,34.87791389,-87.71029444,Florence,34.79981,-87.677251,9.193
191,34.63410278,-85.93313056,Huntsville,34.730368799999994,-86.5861037,60.658
192,34.63410278,-85.93313056,Huntsville,30.723526300000003,-95.5507771,999.049
193,32.26690278,-85.95272222,Montgomery,32.366805199999995,-86.2999689,34.47
194,33.52636111,-87.47221944,Tuscaloosa,33.2098407,-87.5691735,36.329
195,32.47788056,-86.19813611,Montgomery,32.366805199999995,-86.2999689,15.618
196,33.73637778,-86.86807222,Birmingham,33.5206608,-86.80249,24.743
197,33.61813611,-86.685,Birmingham,33.5206608,-86.80249,15.361
198,30.87624722,-88.04591944,Mobile,30.6953657,-88.0398912,20.121
199,32.36128333,-86.32179722,Montgomery,32.366805199999995,-86.2999689,2.14
200,33.48549444,-87.03136944,Birmingham,33.5206608,-86.80249,21.579
201,33.76413611,-87.27437778,Birmingham,33.5206608,-86.80249,51.392
202,33.408075,-86.93732778,Hoover,33.405386699999994,-86.8113781,11.695
203,31.83838056,-85.99281389,Montgomery,32.366805199999995,-86.2999689,65.495
204,32.49611111,-85.01460278,Phenix City,32.4709761,-85.0007653,3.082
205,32.32692222,-86.28206944,Montgomery,32.366805199999995,-86.2999689,4.743
206,31.04196944,-87.03546944,Pensacola,30.421309,-87.2169149,71.16
207,34.08569167,-86.79316389,Decatur,39.84031470000001,-88.9548001,668.022
208,34.08569167,-86.79316389,Decatur,34.6059253,-86.9833417,60.425
209,32.61595,-85.49899167,Auburn,32.6098566,-85.48078249999999,1.835
210,32.61595,-85.49899167,Auburn,47.3073228,-122.22845320000002,3487.037
211,33.17655278,-87.30551667,Tuscaloosa,33.2098407,-87.5691735,24.811
212,32.56443611,-85.93123889,Montgomery,32.366805199999995,-86.2999689,40.983
213,34.88471111,-86.73896944,Madison,34.6992579,-86.7483318,20.639
214,34.88471111,-86.73896944,Madison,43.07305170000001,-89.4012302,938.989
215,32.29946111,-85.18006944,Phenix City,32.4709761,-85.0007653,25.44
216,31.10145278,-85.51632778,Dothan,31.2232313,-85.39048879999999,18.076
217,33.40058333,-88.14174167,Tuscaloosa,33.2098407,-87.5691735,57.281
218,31.833975,-85.77583333,Dothan,31.2232313,-85.39048879999999,77.11
219,33.11793333,-86.23954167,Hoover,33.405386699999994,-86.8113781,62.036
220,33.15340556,-86.65777222,Hoover,33.405386699999994,-86.8113781,31.448
221,34.18084444,-85.76155278,Huntsville,34.730368799999994,-86.5861037,97.207
222,34.18084444,-85.76155278,Huntsville,30.723526300000003,-95.5507771,995.153
223,31.70562778,-85.59275278,Dothan,31.2232313,-85.39048879999999,56.967
224,33.38305,-86.94081111,Hoover,33.405386699999994,-86.8113781,12.27
225,34.27261667,-86.19847778,Huntsville,34.730368799999994,-86.5861037,62.068
226,34.27261667,-86.19847778,Huntsville,30.723526300000003,-95.5507771,961.239
227,32.68974444,-86.79486389,Montgomery,32.366805199999995,-86.2999689,58.67
228,33.760725,-85.69259167,Birmingham,33.5206608,-86.80249,106.157
229,33.80746944,-86.48646944,Birmingham,33.5206608,-86.80249,43.272
230,32.43308333,-87.04990278,Montgomery,32.366805199999995,-86.2999689,70.792
231,34.26499167,-86.84061944,Decatur,39.84031470000001,-88.9548001,647.656
232,34.26499167,-86.84061944,Decatur,34.6059253,-86.9833417,40.106
233,33.39529167,-86.95479167,Hoover,33.405386699999994,-86.8113781,13.36
234,33.90451667,-86.43398333,Birmingham,33.5206608,-86.80249,54.622
235,33.12183611,-87.44465556,Tuscaloosa,33.2098407,-87.5691735,15.169
236,33.60119722,-86.57146667,Birmingham,33.5206608,-86.80249,23.204
237,34.83090556,-85.76291667,Chattanooga,35.0456297,-85.3096801,47.717
238,31.69793611,-86.7433,Montgomery,32.366805199999995,-86.2999689,85.311
239,31.19613611,-87.32029167,Pensacola,30.421309,-87.2169149,86.721
240,32.36698056,-86.14332222,Montgomery,32.366805199999995,-86.2999689,14.712
241,34.78567778,-86.44812778,Huntsville,34.730368799999994,-86.5861037,14.025
242,34.78567778,-86.44812778,Huntsville,30.723526300000003,-95.5507771,963.062
243,30.36303056,-87.59561389,Pensacola,30.421309,-87.2169149,36.896
244,33.528825,-86.74684444,Birmingham,33.5206608,-86.80249,5.237
245,34.07541667,-85.64501944,Marietta,33.952602,-84.5499327,101.853
246,33.17261667,-87.477725,Tuscaloosa,33.2098407,-87.5691735,9.463
247,32.698575,-85.84709722,Auburn,32.6098566,-85.48078249999999,35.685
248,32.698575,-85.84709722,Auburn,47.3073228,-122.22845320000002,3455.887
249,34.08930556,-86.65215556,Birmingham,33.5206608,-86.80249,64.738
250,34.51630556,-87.20631111,Decatur,39.84031470000001,-88.9548001,611.896
251,34.51630556,-87.20631111,Decatur,34.6059253,-86.9833417,22.72
252,34.21392778,-86.13927222,Huntsville,34.730368799999994,-86.5861037,70.537
253,34.21392778,-86.13927222,Huntsville,30.723526300000003,-95.5507771,963.925
254,30.61619167,-87.57853611,Pensacola,30.421309,-87.2169149,40.86
255,33.58526944,-86.04059444,Birmingham,33.5206608,-86.80249,70.967
256,31.14328611,-87.40973889,Mobile,30.6953657,-88.0398912,78.065
257,33.407825,-86.76304444,Hoover,33.405386699999994,-86.8113781,4.495
258,32.32687222,-86.273175,Montgomery,32.366805199999995,-86.2999689,5.104
259,32.81164167,-85.17035,Auburn,32.6098566,-85.48078249999999,36.702
260,32.81164167,-85.17035,Auburn,47.3073228,-122.22845320000002,3497.47
261,33.19108333,-87.46343333,Tuscaloosa,33.2098407,-87.5691735,10.057
262,34.83666111,-87.65181667,Florence,34.1954331,-79.7625625,726.138
263,34.83666111,-87.65181667,Florence,34.79981,-87.677251,4.71
264,32.81228611,-85.17083056,Auburn,32.6098566,-85.48078249999999,36.71
265,32.81228611,-85.17083056,Auburn,47.3073228,-122.22845320000002,3497.39
266,32.72789444,-85.58121667,Auburn,32.6098566,-85.48078249999999,16.145
267,32.72789444,-85.58121667,Auburn,47.3073228,-122.22845320000002,3473.243
268,34.63110278,-86.46207222,Huntsville,34.730368799999994,-86.5861037,15.826
269,34.63110278,-86.46207222,Huntsville,30.723526300000003,-95.5507771,954.646
270,33.41463333,-88.00765833,Tuscaloosa,33.2098407,-87.5691735,46.677
271,33.91519167,-85.91348056,Birmingham,33.5206608,-86.80249,93.195
272,33.51839722,-86.850275,Birmingham,33.5206608,-86.80249,4.437
273,30.771375,-88.17473889,Mobile,30.6953657,-88.0398912,15.413
274,33.23294722,-87.41972778,Tuscaloosa,33.2098407,-87.5691735,14.137
275,32.45510833,-85.68898889,Auburn,32.6098566,-85.48078249999999,26.021
276,32.45510833,-85.68898889,Auburn,47.3073228,-122.22845320000002,3484.427
277,32.53463333,-86.45578056,Montgomery,32.366805199999995,-86.2999689,23.707
278,34.85403889,-86.03828333,Huntsville,34.730368799999994,-86.5861037,51.88
279,34.85403889,-86.03828333,Huntsville,30.723526300000003,-95.5507771,1000.174
280,34.82900833,-87.76345556,Florence,34.1954331,-79.7625625,736.261
281,34.82900833,-87.76345556,Florence,34.79981,-87.677251,8.513
282,33.93793333,-87.22391389,Birmingham,33.5206608,-86.80249,60.594
283,30.40665,-87.70856944,Mobile,30.6953657,-88.0398912,45.136
284,34.72234167,-87.63496667,Florence,34.1954331,-79.7625625,723.959
285,34.72234167,-87.63496667,Florence,34.79981,-87.677251,9.44
286,32.33015,-86.23213056,Montgomery,32.366805199999995,-86.2999689,7.565
287,34.72326111,-87.81718333,Florence,34.1954331,-79.7625625,740.602
288,34.72326111,-87.81718333,Florence,34.79981,-87.677251,15.357
289,33.18373889,-87.44763333,Tuscaloosa,33.2098407,-87.5691735,11.675
290,34.87006111,-87.53710833,Florence,34.1954331,-79.7625625,715.924
291,34.87006111,-87.53710833,Florence,34.79981,-87.677251,14.987
292,33.61511389,-85.76906944,Birmingham,33.5206608,-86.80249,96.321
293,32.88801944,-86.62379722,Hoover,33.405386699999994,-86.8113781,60.121
294,32.80710833,-85.22606389,Auburn,32.6098566,-85.48078249999999,32.389
295,32.80710833,-85.22606389,Auburn,47.3073228,-122.22845320000002,3493.707
296,32.36118056,-86.18275556,Montgomery,32.366805199999995,-86.2999689,11.027
297,33.88559167,-86.25375556,Birmingham,33.5206608,-86.80249,64.987
298,33.81000833,-86.35801667,Birmingham,33.5206608,-86.80249,52.223
299,32.36733056,-86.32124722,Montgomery,32.366805199999995,-86.2999689,1.999
300,31.43940278,-86.500025,Montgomery,32.366805199999995,-86.2999689,104.837
301,31.59647222,-86.00601389,Dothan,31.2232313,-85.39048879999999,71.656
302,34.62752778,-87.65018056,Florence,34.1954331,-79.7625625,724.984
303,34.62752778,-87.65018056,Florence,34.79981,-87.677251,19.316
304,31.00788056,-85.81985278,Dothan,31.2232313,-85.39048879999999,47.372
305,31.21214722,-87.60316667,Mobile,30.6953657,-88.0398912,70.967
306,33.55435,-85.409275,Smyrna,33.883992600000006,-84.51437609999999,90.521
307,33.55435,-85.409275,Smyrna,35.9828412,-86.51860450000001,288.415
308,32.44434444,-85.03772222,Phenix City,32.4709761,-85.0007653,4.56
309,32.15112222,-85.17539722,Columbus,32.4609764,-84.9877094,38.707
310,32.15112222,-85.17539722,Columbus,39.9611755,-82.9987942,890.12
311,32.15112222,-85.17539722,Columbus,39.2014404,-85.9213796,786.841
312,30.75416111,-88.27655556,Mobile,30.6953657,-88.0398912,23.548
313,34.51756111,-86.67522778,Madison,34.6992579,-86.7483318,21.283
314,34.51756111,-86.67522778,Madison,43.07305170000001,-89.4012302,980.065
315,31.97318333,-87.58413889,Meridian,43.61210870000001,-116.3915131,2822.954
316,31.97318333,-87.58413889,Meridian,32.3643098,-88.70365600000001,113.996
317,30.74800833,-88.11728333,Mobile,30.6953657,-88.0398912,9.434
318,34.26544444,-85.65693611,Chattanooga,35.0456297,-85.3096801,92.384
319,31.14548056,-85.38818333,Dothan,31.2232313,-85.39048879999999,8.648
320,31.44531111,-85.18464722,Dothan,31.2232313,-85.39048879999999,31.496
321,34.17649167,-85.78791667,Huntsville,34.730368799999994,-86.5861037,95.651
322,34.17649167,-85.78791667,Huntsville,30.723526300000003,-95.5507771,992.708
323,33.60283333,-85.98659167,Birmingham,33.5206608,-86.80249,76.149
324,33.84518056,-86.050325,Birmingham,33.5206608,-86.80249,78.394
325,33.64144722,-86.27768056,Birmingham,33.5206608,-86.80249,50.438
326,31.03754167,-85.92891389,Dothan,31.2232313,-85.39048879999999,55.251
327,30.64512778,-88.10200278,Mobile,30.6953657,-88.0398912,8.154
328,34.96056111,-87.57348611,Florence,34.1954331,-79.7625625,719.965
329,34.96056111,-87.57348611,Florence,34.79981,-87.677251,20.226
330,33.16313333,-86.75501944,Hoover,33.405386699999994,-86.8113781,27.442
331,34.368425,-88.04374167,Florence,34.1954331,-79.7625625,760.888
332,34.368425,-88.04374167,Florence,34.79981,-87.677251,58.537
333,33.34723889,-86.24552222,Hoover,33.405386699999994,-86.8113781,52.939
334,33.23864722,-85.82023611,Auburn,32.6098566,-85.48078249999999,76.762
335,33.23864722,-85.82023611,Auburn,47.3073228,-122.22845320000002,3420.494
336,33.19059167,-87.38245,Tuscaloosa,33.2098407,-87.5691735,17.505
337,32.19991944,-87.38418889,Montgomery,32.366805199999995,-86.2999689,103.598
338,32.46113056,-85.01983611,Phenix City,32.4709761,-85.0007653,2.098
339,33.60566667,-85.84304444,Birmingham,33.5206608,-86.80249,89.399
340,31.03937778,-88.23173889,Mobile,30.6953657,-88.0398912,42.409
341,33.4932,-86.91936389,Birmingham,33.5206608,-86.80249,11.258
342,30.26576667,-87.64966944,Pensacola,30.421309,-87.2169149,44.986
343,34.86105556,-87.46359722,Florence,34.1954331,-79.7625625,709.166
344,34.86105556,-87.46359722,Florence,34.79981,-87.677251,20.656
345,34.77149167,-86.65099167,Huntsville,34.730368799999994,-86.5861037,7.487
346,34.77149167,-86.65099167,Huntsville,30.723526300000003,-95.5507771,945.681
347,34.10728056,-86.376,Huntsville,34.730368799999994,-86.5861037,71.915
348,34.10728056,-86.376,Huntsville,30.723526300000003,-95.5507771,939.334
349,33.57411667,-86.71670833,Birmingham,33.5206608,-86.80249,9.926
350,34.84441667,-87.36358333,Florence,34.1954331,-79.7625625,699.938
351,34.84441667,-87.36358333,Florence,34.79981,-87.677251,29.059
352,34.64768611,-87.27627778,Decatur,39.84031470000001,-88.9548001,596.169
353,34.64768611,-87.27627778,Decatur,34.6059253,-86.9833417,27.203
354,32.66621944,-85.18344167,Phenix City,32.4709761,-85.0007653,27.647
355,32.32995,-85.01913611,Columbus,32.4609764,-84.9877094,14.865
356,32.32995,-85.01913611,Columbus,39.9611755,-82.9987942,867.655
357,32.32995,-85.01913611,Columbus,39.2014404,-85.9213796,768.386
358,34.90246944,-87.75307778,Florence,34.1954331,-79.7625625,735.82
359,34.90246944,-87.75307778,Florence,34.79981,-87.677251,13.349
360,34.72722222,-86.60376944,Huntsville,34.730368799999994,-86.5861037,1.652
361,34.72722222,-86.60376944,Huntsville,30.723526300000003,-95.5507771,947.43
362,33.57900278,-86.45679167,Birmingham,33.5206608,-86.80249,32.686
363,30.84921944,-88.07545833,Mobile,30.6953657,-88.0398912,17.442
364,33.78513333,-86.39731667,Birmingham,33.5206608,-86.80249,47.658
365,30.39219722,-87.6757,Pensacola,30.421309,-87.2169149,44.117
